date,mrp,smb,hml,rf,datenum
20120217,0.0016,-0.003,0.005,0,734916
20120221,-0.0005,-0.0066,0.0037,0,734920
20120222,-0.0039,-0.0038,-0.0064,0,734921
20120223,0.0056,0.0091,-0.0008,0,734922
20120224,0.0015,-0.0044,-0.0065,0,734923
20120227,0.0014,-0.0021,0.0036,0,734926
20120228,0.0028,-0.0063,-0.0014,0,734927
20120229,-0.0055,-0.0103,0.002,0,734928
20120301,0.0064,-0.0023,0.0002,0,734929
20120302,-0.0046,-0.0126,0,0,734930
20120305,-0.004,0.0045,0.0026,0,734933
20120306,-0.0162,-0.0033,-0.0033,0,734934
20120307,0.008,0.0031,0.0022,0,734935
20120308,0.0107,0.0037,-0.003,0,734936
20120309,0.0049,0.009,0.0015,0,734937
20120312,-0.0007,-0.0021,-0.0003,0,734940
20120313,0.0186,0.0009,0.0089,0,734941
20120314,-0.0023,-0.0062,-0.0022,0,734942
20120315,0.0067,0.0027,0.0051,0,734943
20120316,0.0006,-0.0027,0.0039,0,734944
20120319,0.0041,0.0052,-0.001,0,734947
20120320,-0.0039,-0.0065,0.0031,0,734948
20120321,-0.001,0.003,-0.004,0,734949
20120322,-0.0074,-0.0013,-0.0043,0,734950
20120323,0.0039,0.0059,0.0032,0,734951
20120326,0.0145,0.0047,-0.0024,0,734954
20120327,-0.003,-0.0034,-0.0032,0,734955
20120328,-0.0051,-0.0002,0.0042,0,734956
20120329,-0.0016,-0.0002,-0.0023,0,734957
20120330,0.0028,-0.0071,-0.0004,0,734958
20120402,0.0077,0.0034,0.0004,0,734961
20120403,-0.0034,-0.0029,-0.0032,0,734962
20120404,-0.0111,-0.0058,0.0004,0,734963
20120405,-0.0003,-0.0008,-0.0048,0,734964
20120409,-0.0121,-0.0045,-0.0004,0,734968
20120410,-0.0185,-0.0041,0.0009,0,734969
20120411,0.0085,0.0076,0.0028,0,734970
20120412,0.0144,0.0007,0.0031,0,734971
20120413,-0.0125,-0.0015,-0.0076,0,734972
20120416,-0.0009,0.0014,0.0085,0,734975
20120417,0.0155,0.0006,-0.0024,0,734976
20120418,-0.0043,-0.0048,-0.0041,0,734977
20120419,-0.0057,-0.0004,0.003,0,734978
20120420,0.0011,0.0054,-0.0009,0,734979
20120423,-0.0095,-0.0057,0.0015,0,734982
20120424,0.0029,0.0022,0.0099,0,734983
20120425,0.0144,0.0041,-0.0104,0,734984
20120426,0.0075,-0.0004,-0.0003,0,734985
20120427,0.0035,0.0071,-0.0018,0,734986
20120430,-0.0049,-0.0061,0.0009,0,734989
20120501,0.0048,-0.0084,0.0039,0,734990
20120502,-0.0015,0.007,-0.0059,0,734991
20120503,-0.0092,-0.0064,0.0011,0,734992
20120504,-0.0162,-0.0021,0.0012,0,734993
20120507,0.0004,0.0014,0.0049,0,734996
20120508,-0.0041,0.0035,0.0036,0,734997
20120509,-0.0062,0.0017,-0.0025,0,734998
20120510,0.0029,0.0006,0.0056,0,734999
20120511,-0.0029,0.0022,-0.0094,0,735000
20120514,-0.0114,-0.0007,-0.0011,0,735003
20120515,-0.0052,0.0051,-0.0021,0,735004
20120516,-0.0044,-0.0017,-0.0044,0,735005
20120517,-0.0164,-0.0052,0.0043,0,735006
20120518,-0.008,-0.0018,0.0016,0,735007
20120521,0.0169,0.0067,-0.0118,0,735010
20120522,0,-0.0086,0.0029,0,735011
20120523,0.0026,0.0049,-0.0027,0,735012
20120524,0.0016,-0.0002,0.002,0,735013
20120525,-0.0016,0.0023,-0.001,0,735014
20120529,0.0114,0.0017,-0.0001,0,735018
20120530,-0.0147,-0.0028,-0.0025,0,735019
20120531,-0.0023,0.0014,0.0056,0,735020
20120601,-0.026,-0.0054,0.0021,0,735021
20120604,-0.0005,0.001,-0.0056,0,735024
20120605,0.0068,0.0027,0.0007,0,735025
20120606,0.0232,0.0007,0.0022,0,735026
20120607,-0.001,-0.0046,0.0013,0,735027
20120608,0.0085,0.0021,0.0001,0,735028
20120611,-0.014,-0.0088,-0.0005,0,735031
20120612,0.0116,0.001,0.0009,0,735032
20120613,-0.0077,-0.0051,0.0036,0,735033
20120614,0.0104,0.0018,0.0037,0,735034
20120615,0.0107,0.0011,-0.0006,0,735035
20120618,0.0021,0.0012,-0.0085,0,735038
20120619,0.0109,0.0069,0.0015,0,735039
20120620,-0.0014,-0.001,0.0015,0,735040
20120621,-0.0226,-0.0009,0.0012,0,735041
20120622,0.0079,0.0067,0.0007,0,735042
20120625,-0.0162,0.0008,-0.0014,0,735045
20120626,0.0052,-0.0012,-0.0006,0,735046
20120627,0.0092,0.0039,0.0048,0,735047
20120628,-0.0024,0.0016,0.0043,0,735048
20120629,0.0255,0.0039,-0.007,0,735049
20120702,0.0033,0.0072,-0.0004,0,735052
20120703,0.0076,0.0071,0.0007,0,735053
20120705,-0.0036,0.0058,-0.0088,0,735055
20120706,-0.0099,-0.0042,0.0036,0,735056
20120709,-0.0023,-0.0026,-0.0025,0,735059
20120710,-0.0084,-0.0038,0.0031,0,735060
20120711,-0.0008,-0.004,0.0074,0,735061
20120712,-0.005,0.0023,-0.0082,0,735062
20120713,0.0162,-0.004,0.0057,0,735063
20120716,-0.0031,-0.0041,-0.0026,0,735066
20120717,0.0067,-0.0054,0.0024,0,735067
20120718,0.0071,0.003,-0.0079,0,735068
20120719,0.0027,-0.0035,-0.0098,0,735069
20120720,-0.0106,-0.0032,0.0007,0,735070
20120723,-0.0102,-0.007,0.002,0,735073
20120724,-0.0099,-0.0057,0.0026,0,735074
20120725,-0.0001,0.0027,-0.0005,0,735075
20120726,0.0153,-0.0082,0.0039,0,735076
20120727,0.0196,0.0059,0.0007,0,735077
20120730,-0.0013,-0.004,0.0026,0,735080
20120731,-0.0047,0,0.0026,0,735081
20120801,-0.005,-0.016,0.0028,0,735082
20120802,-0.0069,0.0025,-0.0041,0,735083
20120803,0.0199,0.0054,0.0056,0,735084
20120806,0.0034,0.0057,0.0007,0,735087
20120807,0.0064,0.0033,0.0007,0,735088
20120808,0.0009,-0.0025,0.0057,0,735089
20120809,0.0012,0.0037,0.001,0,735090
20120810,0.0017,-0.0034,-0.0002,0,735091
20120813,-0.0014,-0.0015,0,0,735094
20120814,-0.0003,-0.0043,-0.0005,0,735095
20120815,0.0027,0.0074,-0.0007,0,735096
20120816,0.0075,0.0047,-0.0017,0,735097
20120817,0.0027,0.0059,0.0011,0,735098
20120820,-0.0006,-0.0046,0.0059,0,735101
20120821,-0.0031,0.001,0.004,0,735102
20120822,0,-0.0044,-0.0035,0,735103
20120823,-0.0078,-0.0001,-0.0035,0,735104
20120824,0.0061,-0.0027,-0.0003,0,735105
20120827,-0.0006,0.0012,-0.0012,0,735108
20120828,0.0001,0.006,-0.0009,0,735109
20120829,0.0015,0.0025,0.0012,0,735110
20120830,-0.008,-0.0045,0,0,735111
20120831,0.0052,-0.0007,0,0,735112
20120904,0.0008,0.0097,-0.0017,0,735116
20120905,-0.0005,-0.0007,0.0031,0,735117
20120906,0.0207,-0.001,0.0034,0,735118
20120907,0.0045,-0.0001,0.0078,0,735119
20120910,-0.0057,0.0029,-0.0007,0,735122
20120911,0.0028,0.0002,0.0054,0,735123
20120912,0.0027,0.0012,0.0031,0,735124
20120913,0.0156,-0.004,0.0056,0,735125
20120914,0.0054,0.0056,0.0048,0,735126
20120917,-0.0042,-0.0018,-0.0079,0,735129
20120918,-0.0015,-0.0001,-0.0024,0,735130
20120919,0.0018,-0.0015,0.0005,0,735131
20120920,-0.0013,-0.0042,-0.0017,0,735132
20120921,0.0004,0.0049,-0.0003,0,735133
20120924,-0.0026,-0.0022,0.0033,0,735136
20120925,-0.0111,-0.0034,-0.0036,0,735137
20120926,-0.0057,-0.0003,0.0004,0,735138
20120927,0.0099,0.0024,-0.0015,0,735139
20120928,-0.0046,-0.0031,-0.0025,0,735140
20121001,0.0026,0.0007,0.0024,0,735143
20121002,0.001,-0.0015,0.0027,0,735144
20121003,0.0036,-0.0066,-0.0002,0,735145
20121004,0.0076,-0.002,0.0077,0,735146
20121005,-0.0003,-0.0018,0.0022,0,735147
20121008,-0.0036,-0.0024,0.0022,0,735150
20121009,-0.0105,-0.003,0.0035,0,735151
20121010,-0.0058,0.0038,0.0026,0,735152
20121011,0.0011,0.0033,0.0068,0,735153
20121012,-0.0034,-0.0031,-0.009,0,735154
20121015,0.0079,-0.0015,0.0017,0,735157
20121016,0.01,-0.0021,-0.0024,0,735158
20121017,0.0049,0.0015,0.0113,0,735159
20121018,-0.0031,-0.0059,0.0027,0,735160
20121019,-0.0168,-0.004,0.0047,0,735161
20121022,0.0001,-0.0004,0.0018,0,735164
20121023,-0.0129,0.0098,-0.0051,0,735165
20121024,-0.0028,-0.0015,0.0043,0,735166
20121025,0.0027,0.0017,-0.0008,0,735167
20121026,-0.0007,-0.0013,-0.004,0,735168
20121031,0.0014,0.005,0.0037,0,735173
20121101,0.0119,0.0015,0.0021,0,735174
20121102,-0.0104,-0.0055,0.0025,0,735175
20121105,0.0028,0.0043,-0.0022,0,735178
20121106,0.008,-0.0004,0.0055,0,735179
20121107,-0.0231,-0.0003,-0.0146,0,735180
20121108,-0.0124,-0.0028,0.0042,0,735181
20121109,0.0015,0.0003,-0.0015,0,735182
20121112,0,-0.0018,0.0005,0,735185
20121113,-0.004,-0.0021,-0.003,0,735186
20121114,-0.014,-0.0036,-0.0024,0,735187
20121115,-0.0024,-0.0043,0.0017,0,735188
20121116,0.0058,0.0008,0.0003,0,735189
20121119,0.0198,0.0025,0,0,735192
20121120,0.0011,-0.0006,0.0015,0,735193
20121121,0.0031,0.0038,-0.0006,0,735194
20121123,0.0128,-0.0015,0.0007,0,735196
20121126,-0.0014,0.0054,-0.0017,0,735199
20121127,-0.0043,0.0044,-0.0022,0,735200
20121128,0.0083,0.0002,-0.0028,0,735201
20121129,0.0054,0.0069,-0.0002,0,735202
20121130,0.0002,-0.0014,0.0027,0,735203
20121203,-0.0046,0.0028,0.0022,0.001,735206
20121204,-0.0016,0.0035,-0.0006,0.001,735207
20121205,0.0017,-0.0066,0.0099,0.001,735208
20121206,0.0031,-0.0018,-0.0015,0.001,735209
20121207,0.0027,-0.0043,0.0034,0.001,735210
20121210,0.0011,0.0047,0.0002,0.001,735213
20121211,0.0068,0.0046,-0.0006,0.001,735214
20121212,-0.0002,-0.007,0.0054,0.001,735215
20121213,-0.0057,0.0003,0.0006,0.001,735216
20121214,-0.0034,0.0031,0.0025,0.001,735217
20121217,0.0116,-0.0007,0.0059,0.001,735220
20121218,0.012,0.0032,0.0007,0.001,735221
20121219,-0.006,0.006,0.0024,0.001,735222
20121220,0.0053,-0.0023,0.0072,0.001,735223
20121221,-0.0088,0.0043,-0.0033,0.001,735224
20121224,-0.0024,-0.0021,0,0.001,735227
20121226,-0.0054,-0.0016,0.0034,0.001,735229
20121227,-0.0011,0,-0.0017,0.001,735230
20121228,-0.01,0.0045,0.0001,0.001,735231
20121231,0.0171,0.0042,-0.0007,0.001,735234
20130102,0.0262,0.0015,0.0035,0,735236
20130103,-0.0014,0.0012,0.0004,0,735237
20130104,0.0055,0.0011,0.0043,0,735238
20130107,-0.0031,-0.0009,-0.0037,0,735241
20130108,-0.0027,0.0005,-0.0007,0,735242
20130109,0.0034,0.0029,-0.0041,0,735243
20130110,0.0066,-0.0066,0.0051,0,735244
20130111,0.0002,0.0008,-0.0045,0,735245
20130114,-0.0006,0.0004,-0.0008,0,735248
20130115,0.0019,0.0024,0,0,735249
20130116,-0.0004,-0.0024,0.0023,0,735250
20130117,0.0061,0.0043,-0.0009,0,735251
20130118,0.0029,0.0003,-0.0011,0,735252
20130122,0.0048,0.0016,0.0046,0,735256
20130123,0.001,-0.0029,-0.0012,0,735257
20130124,0.0009,0.0026,0.0005,0,735258
20130125,0.0059,-0.0004,-0.0028,0,735259
20130128,-0.0014,0.0038,0.0012,0,735262
20130129,0.0036,-0.0045,0.0036,0,735263
20130130,-0.0038,-0.0088,0.0012,0,735264
20130131,-0.0008,0.0068,0.0019,0,735265
20130201,0.0099,0.0007,0.0026,0,735266
20130204,-0.0119,-0.0014,-0.0015,0,735269
20130205,0.0107,-0.0009,0.0018,0,735270
20130206,0.0015,0.0029,0.0012,0,735271
20130207,-0.0015,-0.0005,0.0002,0,735272
20130208,0.0058,0.0001,-0.0021,0,735273
20130211,-0.0008,-0.0005,0.0039,0,735276
20130212,0.0016,0.002,0.0071,0,735277
20130213,0.0014,0.0011,-0.0002,0,735278
20130214,0.0011,0.0034,0.001,0,735279
20130215,-0.0011,0.0003,-0.001,0,735280
20130219,0.0074,0.0022,0.0017,0,735284
20130220,-0.0136,-0.0055,-0.0064,0,735285
20130221,-0.0066,-0.0031,-0.0006,0,735286
20130222,0.0094,0.0016,-0.0006,0,735287
20130225,-0.0182,-0.0021,-0.0072,0,735290
20130226,0.0058,-0.0018,0.0002,0,735291
20130227,0.0129,-0.0038,0.0016,0,735292
20130228,-0.0005,0.001,-0.0016,0,735293
20130301,0.0022,0.0013,-0.0033,0,735294
20130304,0.0047,-0.004,0.001,0,735297
20130305,0.01,0.0022,-0.0017,0,735298
20130306,0.0018,0.0006,0.0047,0,735299
20130307,0.0027,0.0019,0.0042,0,735300
20130308,0.0052,0.0038,-0.0015,0,735301
20130311,0.003,-0.0034,0.0023,0,735304
20130312,-0.0022,0.0005,-0.0013,0,735305
20130313,0.002,0.0018,0.0008,0,735306
20130314,0.0058,0.0038,0.0039,0,735307
20130315,-0.0019,0.0002,0.0043,0,735308
20130318,-0.005,0.0012,-0.0023,0,735311
20130319,-0.0024,-0.0003,0.0003,0,735312
20130320,0.0076,0.0026,0,0,735313
20130321,-0.0085,0.0017,-0.0028,0,735314
20130322,0.0062,-0.0046,-0.003,0,735315
20130325,-0.0029,0.0029,0.0002,0,735318
20130326,0.0076,-0.0037,-0.0022,0,735319
20130327,-0.0002,0.0016,-0.003,0,735320
20130328,0.0039,-0.0027,-0.003,0,735321
20130401,-0.0057,-0.0093,0.0003,0,735325
20130402,0.0033,-0.009,-0.0032,0,735326
20130403,-0.0116,-0.0042,-0.0019,0,735327
20130404,0.0042,0.0018,0.0025,0,735328
20130405,-0.0041,0.0005,0.0035,0,735329
20130408,0.007,0.0013,0.0028,0,735332
20130409,0.0031,-0.004,0.0019,0,735333
20130410,0.0128,0.0063,-0.001,0,735334
20130411,0.0035,-0.002,-0.0015,0,735335
20130412,-0.0028,-0.0013,-0.0046,0,735336
20130415,-0.0248,-0.0148,-0.0028,0,735339
20130416,0.0147,0.0018,0.0007,0,735340
20130417,-0.0146,-0.0029,-0.0055,0,735341
20130418,-0.0071,0.0016,0.0002,0,735342
20130419,0.0097,0.0004,0.0012,0,735343
20130422,0.0045,-0.0015,-0.0014,0,735346
20130423,0.0111,0.0046,0.0063,0,735347
20130424,0.0006,0.0037,0.0121,0,735348
20130425,0.0049,0.002,0.0001,0,735349
20130426,-0.002,-0.0035,-0.0022,0,735350
20130429,0.0067,0.0013,-0.0008,0,735353
20130430,0.0029,0.0037,-0.0005,0,735354
20130501,-0.0108,-0.014,-0.0027,0,735355
20130502,0.0104,0.006,0.0013,0,735356
20130503,0.0112,0.0062,0.0016,0,735357
20130506,0.0023,0.0024,0.0084,0,735360
20130507,0.0054,0.0012,0.0014,0,735361
20130508,0.0044,-0.0021,0.0014,0,735362
20130509,-0.0031,0.0011,-0.0029,0,735363
20130510,0.0054,0.0043,-0.002,0,735364
20130513,-0.0002,-0.0023,-0.0005,0,735367
20130514,0.011,0.0012,0.003,0,735368
20130515,0.0051,-0.0015,0.0027,0,735369
20130516,-0.005,0.0015,-0.0027,0,735370
20130517,0.0104,-0.0001,0.0038,0,735371
20130520,-0.0006,0.0038,0.0049,0,735374
20130521,0.0016,-0.001,-0.0008,0,735375
20130522,-0.0092,-0.0073,-0.0017,0,735376
20130523,-0.0019,0.0047,-0.001,0,735377
20130524,-0.0006,0.0016,0.0005,0,735378
20130528,0.0077,0.0064,0.0022,0,735382
20130529,-0.007,-0.0036,0.0058,0,735383
20130530,0.005,0.0032,0.0048,0,735384
20130531,-0.0131,0.0051,-0.0024,0,735385
20130603,0.0048,0.0017,-0.0011,0,735388
20130604,-0.0055,-0.003,-0.0016,0,735389
20130605,-0.0138,0.0006,-0.0026,0,735390
20130606,0.0089,0.0015,0.0026,0,735391
20130607,0.013,-0.0048,0.0007,0,735392
20130610,0.0007,0.0065,0.0021,0,735395
20130611,-0.0104,0.0001,-0.0058,0,735396
20130612,-0.0082,0.0001,0.0003,0,735397
20130613,0.0147,0.001,0.0031,0,735398
20130614,-0.0059,-0.0024,-0.0056,0,735399
20130617,0.0074,-0.0009,0.0002,0,735402
20130618,0.008,0.0038,-0.0006,0,735403
20130619,-0.0128,0.0017,0.0011,0,735404
20130620,-0.0245,-0.0002,0.0034,0,735405
20130621,0.0013,0.0019,-0.0008,0,735406
20130624,-0.0119,0.0008,-0.0066,0,735409
20130625,0.0096,-0.0002,0.0086,0,735410
20130626,0.0092,-0.0074,-0.0013,0,735411
20130627,0.0077,0.0084,0.0036,0,735412
20130628,-0.0033,0.0033,-0.0014,0,735413
20130701,0.0071,0.0082,-0.0014,0,735416
20130702,-0.001,0,0.0009,0,735417
20130703,0.0011,0.0019,-0.0021,0,735418
20130705,0.0111,0.0037,0.0045,0,735420
20130708,0.0053,-0.0019,0.0005,0,735423
20130709,0.0074,0.0004,0.0026,0,735424
20130710,0.0006,0.0035,-0.0041,0,735425
20130711,0.0132,-0.0011,-0.0062,0,735426
20130712,0.0033,-0.0001,0.002,0,735427
20130715,0.002,0.005,0.0034,0,735430
20130716,-0.0041,0.0003,0.0009,0,735431
20130717,0.003,-0.0004,0.0018,0,735432
20130718,0.0054,0.0003,0.0095,0,735433
20130719,0.0009,-0.0012,0.0028,0,735434
20130722,0.0022,0.001,0.0029,0,735437
20130723,-0.0015,0.0006,0.0028,0,735438
20130724,-0.0039,-0.0027,-0.0026,0,735439
20130725,0.0042,0.0059,-0.0035,0,735440
20130726,0.0002,-0.0064,-0.0021,0,735441
20130729,-0.0037,-0.0032,-0.0028,0,735444
20130730,0.0012,0.002,-0.0051,0,735445
20130731,0.0009,0.0015,0.0009,0,735446
20130801,0.014,0.0006,0.0005,0,735447
20130802,0.002,-0.0021,-0.0033,0,735448
20130805,-0.0007,0.0051,-0.0017,0,735451
20130806,-0.0068,-0.0033,-0.001,0,735452
20130807,-0.0042,-0.0034,0.0002,0,735453
20130808,0.0047,0,-0.0001,0,735454
20130809,-0.0029,0.0013,-0.002,0,735455
20130812,-0.0002,0.0058,-0.0022,0,735458
20130813,0.002,-0.0029,-0.0005,0,735459
20130814,-0.005,0.0014,0.0028,0,735460
20130815,-0.0147,-0.0037,0.0029,0,735461
20130816,-0.0026,0.0005,0.0009,0,735462
20130819,-0.0062,-0.0019,-0.0075,0,735465
20130820,0.0053,0.0084,0.0013,0,735466
20130821,-0.0059,-0.0002,-0.0046,0,735467
20130822,0.0093,0.0052,0.0005,0,735468
20130823,0.0038,-0.0022,-0.0014,0,735469
20130826,-0.0029,0.005,-0.005,0,735472
20130827,-0.0175,-0.0074,-0.0032,0,735473
20130828,0.003,0.0011,0.0008,0,735474
20130829,0.0034,0.0078,-0.0041,0,735475
20130830,-0.0047,-0.0114,-0.0022,0,735476
20130903,0.0046,0.0005,0.001,0,735480
20130904,0.0083,-0.0001,-0.0015,0,735481
20130905,0.0019,0.0017,0.0037,0,735482
20130906,0.0001,0.0004,0,0,735483
20130909,0.0109,0.0046,-0.0022,0,735486
20130910,0.008,0.0001,0.0022,0,735487
20130911,0.0028,-0.0022,0.0001,0,735488
20130912,-0.0032,-0.0023,-0.0034,0,735489
20130913,0.0029,0.0024,-0.0001,0,735490
20130916,0.0049,-0.0044,0.004,0,735493
20130917,0.0054,0.0047,-0.0013,0,735494
20130918,0.011,-0.0016,-0.0045,0,735495
20130919,-0.0013,0.0016,-0.006,0,735496
20130920,-0.0063,0.0053,0.0018,0,735497
20130923,-0.0045,0.0045,-0.0037,0,735500
20130924,-0.0012,0.0053,0.0001,0,735501
20130925,-0.0023,0.0004,0.0058,0,735502
20130926,0.0042,0.0021,-0.0073,0,735503
20130927,-0.0039,-0.0001,-0.0006,0,735504
20130930,-0.0049,0.0051,0.0006,0,735507
20131001,0.009,0.0041,-0.0013,0,735508
20131002,-0.001,-0.0036,-0.0008,0,735509
20131003,-0.0088,-0.0019,0.002,0,735510
20131004,0.0074,-0.0002,0.001,0,735511
20131007,-0.0095,-0.0027,0,0,735514
20131008,-0.0135,-0.0047,0.0076,0,735515
20131009,-0.0005,-0.0044,0.0062,0,735516
20131010,0.0223,0.0016,-0.0002,0,735517
20131011,0.0071,0.0079,0,0,735518
20131014,0.0044,0.0023,-0.0011,0,735521
20131015,-0.0073,-0.0019,0.0001,0,735522
20131016,0.0137,-0.0032,0.0014,0,735523
20131017,0.007,0.0016,0.0004,0,735524
20131018,0.0073,0.0034,-0.0005,0,735525
20131021,-0.0002,-0.0012,0.0005,0,735528
20131022,0.005,-0.0028,0.0009,0,735529
20131023,-0.0051,0.0016,-0.0033,0,735530
20131024,0.0042,0.004,-0.003,0,735531
20131025,0.0033,-0.0034,0.0014,0,735532
20131028,0.0009,-0.0006,0.0002,0,735535
20131029,0.0054,-0.0014,-0.0011,0,735536
20131030,-0.0061,-0.0077,0.0049,0,735537
20131031,-0.0034,-0.0009,-0.0043,0,735538
20131101,0.002,-0.0068,0.0022,0,735539
20131104,0.0047,0.0076,-0.0003,0,735542
20131105,-0.0023,0,-0.0025,0,735543
20131106,0.0027,-0.0083,0.0039,0,735544
20131107,-0.0146,-0.0036,0.0018,0,735545
20131108,0.0145,0.0052,0.0041,0,735546
20131111,0.0012,0.0001,-0.0013,0,735549
20131112,-0.0019,0.0038,-0.007,0,735550
20131113,0.009,0.0009,-0.0012,0,735551
20131114,0.0043,-0.0056,0.0031,0,735552
20131115,0.0043,0.0006,-0.0027,0,735553
20131118,-0.005,-0.0045,0.0045,0,735556
20131119,-0.0027,-0.0033,0.0026,0,735557
20131120,-0.0033,0.0026,0.0003,0,735558
20131121,0.0097,0.0079,-0.0006,0,735559
20131122,0.005,-0.0007,0.0011,0,735560
20131125,-0.0011,0.0015,0.0014,0,735563
20131126,0.0018,0.0085,-0.0048,0,735564
20131127,0.003,0.0035,-0.0006,0,735565
20131129,-0.0002,0.0029,-0.0017,0,735567
20131202,-0.0031,-0.0097,0.0016,0,735570
20131203,-0.0034,-0.0008,-0.0009,0,735571
20131204,-0.0007,-0.002,0.0026,0,735572
20131205,-0.0035,0.007,-0.0063,0,735573
20131206,0.0102,-0.0029,0.002,0,735574
20131209,0.0017,-0.0042,0,0,735577
20131210,-0.0034,-0.0056,0.002,0,735578
20131211,-0.0116,-0.0035,0.0005,0,735579
20131212,-0.0023,0.0036,0.0025,0,735580
20131213,0.001,0.0025,-0.0001,0,735581
20131216,0.0067,0.0059,-0.0014,0,735584
20131217,-0.0026,0.0019,-0.0016,0,735585
20131218,0.0155,-0.0048,0.0003,0,735586
20131219,-0.001,-0.0054,0.0016,0,735587
20131220,0.0069,0.0129,-0.003,0,735588
20131223,0.0062,0.005,-0.0005,0,735591
20131224,0.0034,0.001,0.0011,0,735592
20131226,0.0044,-0.0032,-0.0031,0,735594
20131227,-0.0005,-0.0007,0.0023,0,735595
20131230,0,0.0002,-0.003,0,735598
20131231,0.0044,-0.0017,0.0004,0,735599
20140102,-0.0088,-0.0027,0.0011,0,735601
20140103,0.0003,0.0036,0.0005,0,735602
20140106,-0.0034,-0.0057,0.0026,0,735605
20140107,0.0068,0.004,-0.0041,0,735606
20140108,0.0004,0.0001,-0.0011,0,735607
20140109,0.0002,0.0017,-0.0038,0,735608
20140110,0.0027,0.0053,-0.0077,0,735609
20140113,-0.0132,-0.0007,0.001,0,735612
20140114,0.0115,0.0019,-0.0038,0,735613
20140115,0.0053,0.0021,0.0021,0,735614
20140116,-0.0007,0.0029,-0.0068,0,735615
20140117,-0.0039,0.0003,0.0004,0,735616
20140121,0.003,0.0046,-0.0001,0,735620
20140122,0.0015,0.0027,0.0021,0,735621
20140123,-0.0086,0.0015,-0.005,0,735622
20140124,-0.0219,-0.0039,0.0022,0,735623
20140127,-0.0065,-0.0086,0.0046,0,735626
20140128,0.0073,0.0019,-0.0002,0,735627
20140129,-0.0107,-0.0041,0.0025,0,735628
20140130,0.0122,0.0031,-0.0042,0,735629
20140131,-0.0066,-0.0006,-0.0039,0,735630
20140203,-0.0248,-0.0089,0.0032,0,735633
20140204,0.0077,-0.0004,-0.001,0,735634
20140205,-0.0023,-0.006,0.002,0,735635
20140206,0.0121,-0.0048,0.0023,0,735636
20140207,0.0133,-0.0016,-0.0066,0,735637
20140210,0.0016,0.0012,-0.0044,0,735640
20140211,0.0109,-0.0019,0.0025,0,735641
20140212,0.0011,0.0025,-0.0008,0,735642
20140213,0.0072,0.0072,-0.0009,0,735643
20140214,0.0042,-0.0037,0.0038,0,735644
20140218,0.0027,0.0098,-0.0024,0,735648
20140219,-0.0074,-0.0028,-0.004,0,735649
20140220,0.007,0.0054,-0.0014,0,735650
20140221,-0.0009,0.0034,-0.0004,0,735651
20140224,0.0065,0.0019,0.0026,0,735654
20140225,-0.001,0.0012,-0.0061,0,735655
20140226,0.0012,0.0068,-0.0009,0,735656
20140227,0.0054,0.0015,0.0001,0,735657
20140228,0.0015,-0.0071,0.0083,0,735658
20140303,-0.007,0.0009,0.0015,0,735661
20140304,0.0167,0.0111,-0.0012,0,735662
20140305,0.0001,-0.0027,0.0028,0,735663
20140306,0.0016,-0.0032,0.0076,0,735664
20140307,0.0004,-0.0011,0.0051,0,735665
20140310,-0.0009,-0.0011,0.0006,0,735668
20140311,-0.0062,-0.0054,-0.0019,0,735669
20140312,0.0013,0.003,-0.0016,0,735670
20140313,-0.0121,-0.0013,0.0027,0,735671
20140314,-0.0016,0.0068,-0.0005,0,735672
20140317,0.009,-0.0036,-0.0001,0,735675
20140318,0.0082,0.0074,-0.0042,0,735676
20140319,-0.0059,-0.0017,0.006,0,735677
20140320,0.0052,-0.0048,0.0099,0,735678
20140321,-0.0037,-0.0028,0.0088,0,735679
20140324,-0.0064,-0.0089,0.0096,0,735682
20140325,0.003,-0.0034,0.0014,0,735683
20140326,-0.0089,-0.0119,0.003,0,735684
20140327,-0.0019,-0.0013,-0.0024,0,735685
20140328,0.0041,-0.0043,0.0052,0,735686
20140331,0.0097,0.0099,-0.0016,0,735689
20140401,0.0087,0.0075,-0.0041,0,735690
20140402,0.0029,0.0004,0.0012,0,735691
20140403,-0.0031,-0.0089,0.0078,0,735692
20140404,-0.0147,-0.0115,0.0074,0,735693
20140407,-0.0126,-0.003,-0.0002,0,735696
20140408,0.005,0.0031,-0.0022,0,735697
20140409,0.012,0.0034,-0.0093,0,735698
20140410,-0.0224,-0.0071,0.0086,0,735699
20140411,-0.0107,-0.0042,0.0029,0,735700
20140414,0.007,-0.005,0.0021,0,735703
20140415,0.0059,-0.0038,0.0017,0,735704
20140416,0.0113,0.0004,-0.0044,0,735705
20140417,0.0023,0.0033,0.0025,0,735706
20140421,0.0036,0.002,-0.0043,0,735710
20140422,0.0058,0.0073,-0.0037,0,735711
20140423,-0.0031,-0.0064,0.0089,0,735712
20140424,0.0008,-0.0041,-0.0017,0,735713
20140425,-0.0105,-0.0096,0.0061,0,735714
20140428,0.0011,-0.0065,-0.0054,0,735717
20140429,0.0056,-0.0021,-0.0022,0,735718
20140430,0.0035,0.0025,-0.0003,0,735719
20140501,0.0004,-0.0015,-0.0018,0,735720
20140502,-0.0007,0.0023,0.0033,0,735721
20140505,0.0013,-0.003,-0.0052,0,735724
20140506,-0.0103,-0.0054,0.0017,0,735725
20140507,0.0045,-0.0086,0.0117,0,735726
20140508,-0.0026,-0.01,0.0034,0,735727
